Location,Latitude,Longitude,Vegetation_Type,Biodiversity_Index,Protected_Area,Elevation_m,Slope_Degree,Soil_Type,Air_Quality_Index,Average_Temperature_C,Flood_Risk,Tourist_Attractions,Accessibility_Score,Tourist_Capacity_Limit,Climate_Risk_Score
Site 4171,17.07587803295936,-111.03635437271902,Forest,0.7936917976343236,True,3138,17,Rocky,59,27.236387463205517,Moderate,3,1,333,0.9347216145236432
Site 4172,49.49344634318184,-70.12142865269985,Mountain,0.6553808476862106,True,1073,36,Rocky,34,28.420255553608342,Moderate,4,2,380,0.8881080248172237
Site 4173,27.764142276264746,-127.76806433539855,Wetland,0.9995747833893294,False,2863,6,Rocky,147,3.230507765376686,Low,9,6,285,0.5639865045572577
Site 4174,31.274870660200662,-124.6730007713458,Forest,0.8744195942309256,False,514,8,Clay,143,24.736965760022997,Low,5,2,911,0.9902257759407623
Site 4175,44.944741149488614,-110.82595905590674,Forest,0.8071908198783768,False,2273,34,Loam,149,17.141154075039424,High,9,4,700,0.368757600899947
Site 4176,49.82275601962751,-116.00889177453894,Forest,0.7116295713829146,False,2625,11,Loam,18,0.9796549159564414,Low,5,6,334,0.542020856203328
Site 4177,33.308577973787266,-113.76982702820061,Grassland,0.8090761451297787,True,505,45,Rocky,129,27.657307242989,Moderate,9,2,803,0.9351295946678044
Site 4178,42.498952841766865,-74.143976752269,Forest,0.6708080312336674,True,154,39,Clay,67,-7.477235494669219,High,8,4,489,0.5159099193431642
Site 4179,23.077640973467012,-90.58113842755671,Grassland,0.5144324197290153,False,2006,43,Rocky,97,2.7176919678783573,Low,1,7,298,0.5239074049706688
Site 4180,22.229758297891642,-129.59605370949225,Forest,0.6975442611783165,True,1897,38,Sandy,6,5.850464428594467,Low,3,1,765,0.17145334120069577
Site 4181,26.10814883978241,-99.94740640070633,Forest,0.9652404097899334,False,1503,23,Loam,46,17.626128703056004,Moderate,5,9,761,0.2902117595408978
Site 4182,36.900290506945964,-101.44805512047488,Grassland,0.8131505473869329,False,110,8,Loam,42,-8.462678943219375,High,3,7,106,0.24207870341232762
Site 4183,37.28766757020395,-122.02383113888195,Grassland,0.5419778515354507,False,2530,11,Clay,31,25.591076073933003,Low,1,9,486,0.6087392833543422
Site 4184,22.60957738597803,-82.670074797898,Wetland,0.942496806697513,True,2855,35,Loam,144,16.36411773937924,Moderate,2,7,123,0.38664241391502563
Site 4185,15.328396965465148,-80.85319681343563,Forest,0.6344374246707574,False,3964,36,Loam,127,1.0009132458603798,High,2,1,168,0.16932741327646278
Site 4186,35.29585025862034,-79.53747466635316,Grassland,0.6218847465413637,True,3839,8,Loam,118,16.333683755636006,Moderate,4,7,620,0.5589751531014705
Site 4187,15.133034487550582,-79.00703381089855,Wetland,0.6485454843901604,False,2321,38,Clay,13,11.47695679676913,High,6,9,340,0.7022954454662265
Site 4188,33.1397003291732,-129.99630211473922,Wetland,0.7886011180629787,True,2202,45,Rocky,80,3.451030482993982,High,2,8,997,0.762874063590206
Site 4189,37.73688512225236,-63.22554373072944,Grassland,0.7723440467169883,True,1674,21,Loam,51,-8.856141183807136,High,6,4,853,0.8537661166612501
Site 4190,38.02445985577806,-73.00538630617359,Forest,0.7457068773114408,True,1190,16,Rocky,3,12.044027056541697,Moderate,1,5,382,0.5337607553379361
Site 4191,40.13888442638387,-66.72128123875004,Wetland,0.8587684317563136,True,1042,32,Clay,32,-6.712739408099799,High,8,3,107,0.4515506717338198
Site 4192,44.91437686262658,-128.9049693284796,Forest,0.6582688656674796,False,2392,46,Rocky,105,22.407054232576137,Low,3,2,549,0.7157096076498357
Site 4193,29.998359678591537,-64.62988429499825,Forest,0.8910322607862156,True,3974,23,Sandy,128,-6.458973910875869,High,8,3,780,0.11202827740434276
Site 4194,39.20996758118285,-73.31480299183266,Wetland,0.5876608391892996,True,2782,14,Loam,96,7.149571014007066,High,3,7,793,0.670173927753962
Site 4195,34.76690941463347,-71.39465999289109,Grassland,0.8913103945385046,False,2616,28,Clay,63,7.382071687168498,Moderate,1,8,307,0.46511373170402603
Site 4196,17.465597591907304,-123.4698830694622,Forest,0.8319050526251415,True,1921,31,Clay,127,12.24806648468277,High,4,2,845,0.5075877577035095
Site 4197,11.027585794776327,-78.28553797569816,Mountain,0.8416041547737932,False,293,32,Rocky,36,-8.419684395170965,Low,3,9,531,0.3666425800747064
Site 4198,21.38165542707735,-62.805831725053636,Grassland,0.7407766985636299,True,2692,28,Loam,125,-1.8467020984770741,Low,8,4,518,0.2145479658274928
Site 4199,27.721348253504775,-82.50168610072876,Wetland,0.8335007663404324,False,1485,14,Clay,69,-2.0199526398013212,High,1,2,375,0.4612821977567876
Site 4200,34.68423777714625,-90.06070167627755,Mountain,0.5398985232797286,True,337,26,Sandy,134,13.95882458762128,Moderate,9,7,112,0.37738209714309867
Site 4201,43.998373220128215,-63.80592255757021,Forest,0.9257755585246836,True,1827,33,Rocky,103,0.5454213054152532,Low,9,2,229,0.964106535597842
Site 4202,17.849828668246627,-98.99440147858948,Grassland,0.527773616743823,True,2499,3,Sandy,113,-4.232200764879717,Moderate,6,7,877,0.9491854885624238
Site 4203,15.021991595939085,-88.04945035826648,Mountain,0.5743707549357487,True,2391,48,Sandy,54,-9.265877108059822,High,5,8,280,0.6795255385712963
Site 4204,48.5391978989731,-96.65631945539437,Grassland,0.7883948542486181,False,716,47,Rocky,120,23.62179341117409,Moderate,5,9,907,0.9133311793583372
Site 4205,14.321782375056284,-64.70076450477906,Forest,0.8697057277283458,True,630,17,Sandy,122,28.861927884833435,High,6,1,213,0.7761472999907436
Site 4206,29.13964280428757,-124.6740691264145,Grassland,0.5381257821731267,False,764,20,Rocky,2,18.130479732327128,High,7,2,409,0.4113023402140983
Site 4207,33.42254915173207,-94.92162094222563,Mountain,0.96038240706116,False,84,47,Rocky,91,6.508497021944066,Moderate,8,2,259,0.6435106005468744
Site 4208,31.65497683629753,-81.91332910301932,Grassland,0.9868038244003493,False,3768,7,Clay,118,-5.119562323186333,Low,3,7,495,0.29829121623953747
Site 4209,13.441286281317728,-74.56654231044342,Wetland,0.8029750865038555,False,736,5,Clay,140,9.004194059799278,High,1,6,933,0.7184874258494343
Site 4210,12.281076560144776,-89.18869467891045,Wetland,0.7406217276884183,True,2707,19,Sandy,60,8.292868932403028,High,5,9,604,0.14032681471074038
Site 4211,14.219337098441427,-66.37575791149823,Mountain,0.8706974861398749,True,1412,1,Sandy,100,6.795052357468169,High,1,3,472,0.8482075738291449
Site 4212,33.4235073549045,-64.06059871812899,Grassland,0.6641786761636027,True,3863,44,Sandy,115,5.1321432480416505,Low,2,8,182,0.6249068418780653
Site 4213,31.773795505372846,-125.49765437644915,Mountain,0.7466322170525532,True,226,21,Sandy,32,9.870138402058778,Low,8,5,779,0.152594512050447
Site 4214,19.34963168146977,-101.83406223210379,Grassland,0.9580755134072007,True,3357,20,Sandy,77,-7.07277150266032,High,3,5,252,0.8845850487947222
Site 4215,35.51096567382366,-128.3578684795192,Forest,0.9778277126207668,True,1307,5,Clay,23,-8.468216130857629,Low,4,5,739,0.8899312698145593
Site 4216,42.802700082225975,-106.94083398378899,Wetland,0.9635345580255925,False,3764,31,Sandy,149,-7.441588651178934,Moderate,6,8,833,0.8675342541804859
Site 4217,11.66315839386375,-92.41922474205785,Forest,0.6312240334819201,False,108,5,Sandy,51,-2.0000607952489213,Moderate,8,7,516,0.7968717791368507
Site 4218,29.925197741921696,-66.24435486430357,Grassland,0.6162345201083816,True,134,12,Loam,100,1.1228102234300543,Moderate,1,7,613,0.7101328737372368
Site 4219,37.57241648410761,-70.74119742742181,Forest,0.6488322529646571,True,937,0,Rocky,115,-3.2216952173603497,Moderate,2,4,502,0.4572182096907248
Site 4220,20.092477082787482,-121.075019132961,Mountain,0.72065555619423,True,290,21,Rocky,122,0.07666853335045332,High,6,6,632,0.22270525055780993
Site 4221,22.310836211725963,-123.4878737681373,Mountain,0.6570837063959818,False,3958,23,Clay,5,-2.566504132274101,Moderate,8,1,52,0.3598977475298998
Site 4222,34.54551611957535,-88.75128628703331,Grassland,0.687106397869529,True,1825,40,Rocky,146,-3.9702696157797535,Low,8,6,138,0.4123694245162909
Site 4223,45.917411737749475,-92.7517419278852,Wetland,0.8103184760603798,True,3686,29,Sandy,75,1.7193064679937962,High,3,5,955,0.4222688206283124
Site 4224,42.39697681211597,-111.35356509989833,Mountain,0.881262838546988,True,1736,21,Rocky,89,5.900505193301765,Low,4,1,100,0.6089406536145897
Site 4225,33.32520876398334,-67.03828408123154,Wetland,0.8677790991339585,False,3579,43,Clay,122,19.770670985456146,Moderate,4,1,502,0.28754452733119507
Site 4226,39.20886871028997,-65.08435133769126,Grassland,0.907211783539576,False,1652,11,Rocky,63,28.221997713521652,High,4,3,721,0.2706950161618751
Site 4227,24.592898808311947,-101.8171993161886,Wetland,0.5160922016077011,True,1867,25,Rocky,141,26.758612407306245,High,2,4,529,0.7452664317412668
Site 4228,35.63862112395031,-67.67882100205358,Grassland,0.5238668948393781,False,2869,3,Loam,80,9.037351304383389,High,6,1,182,0.10675049538746462
Site 4229,28.647263645102278,-103.12357740159192,Forest,0.8946914803443147,False,3100,18,Loam,70,8.453803559084562,Moderate,8,7,296,0.23456749187172465
Site 4230,17.59744545830244,-78.42282177192098,Grassland,0.7665394111623159,False,2441,15,Sandy,148,-4.972084193881701,Low,9,2,935,0.49146227403217424
Site 4231,38.069530955090286,-96.6840447716593,Forest,0.7890703368810601,True,26,11,Rocky,64,28.86960506411868,High,1,4,732,0.23417484950790524
Site 4232,32.25858549395288,-121.41917904449718,Grassland,0.5262934301071885,True,3538,32,Sandy,112,20.403911886205293,Low,1,9,772,0.9638312961870484
Site 4233,24.344863278143656,-65.04460591340849,Mountain,0.6276569005856354,False,2060,20,Rocky,101,23.90273042164356,Moderate,9,8,445,0.7030935563215085
Site 4234,46.45356760314523,-98.21323846357244,Mountain,0.8191771524427389,False,553,35,Sandy,3,-0.6334533739434534,Moderate,4,2,208,0.48949256039007405
Site 4235,10.83736471306933,-78.58590717743175,Wetland,0.9295909450553381,False,932,8,Sandy,135,6.043439362998932,Low,7,9,514,0.20102981308011642
Site 4236,22.63092604997984,-104.29783298980955,Grassland,0.9584916985907013,True,2492,38,Rocky,145,-5.894195852851638,High,2,1,199,0.44666766113916523
Site 4237,12.275255911105862,-128.67833849966357,Grassland,0.7502097479175409,False,2271,41,Loam,59,27.63252421391688,Low,1,6,620,0.6855415018101645
Site 4238,40.661092648865086,-122.96287489157149,Grassland,0.7727371163690988,False,3534,44,Clay,44,1.4331687650835523,High,7,3,357,0.9719327830222604
Site 4239,38.084298164551704,-95.26463643570528,Wetland,0.9165248155344954,True,2068,7,Sandy,71,13.84039049395101,High,6,1,608,0.5254186272767208
Site 4240,23.25408874945268,-81.70249500115463,Mountain,0.7688123003736773,False,3458,19,Clay,94,-3.911198841971273,Low,3,8,547,0.7231710214831653
Site 4241,37.02651608828292,-106.56852713945047,Grassland,0.7584292627686586,False,1671,9,Rocky,30,22.11186620153282,High,4,6,922,0.2758230975940508
Site 4242,25.837489047837995,-81.31580785756448,Wetland,0.9525420188804768,True,1349,31,Sandy,119,-2.5462133094526074,High,1,4,354,0.6612700336620969
Site 4243,40.25015165689737,-81.09550873976308,Grassland,0.8949663605279401,False,1756,27,Rocky,63,22.37537564244945,High,7,3,361,0.31514940991631535
Site 4244,28.167346509468242,-80.72448648705185,Forest,0.9545362631806473,False,466,9,Sandy,66,6.07050191779317,Moderate,9,2,592,0.2783206469041711
Site 4245,26.49118911326662,-95.52347021856441,Grassland,0.6091235273905768,False,3728,7,Loam,108,13.110280662816123,High,1,5,296,0.55829850550306
Site 4246,47.389196619532036,-65.95796949149472,Forest,0.7621877433276784,False,3593,46,Sandy,67,0.7883512303174989,Low,2,8,748,0.29049786769023994
Site 4247,20.03516399562801,-95.75624374135691,Wetland,0.921236064296679,True,1248,32,Sandy,34,25.31105825684576,Moderate,2,8,284,0.7491947745018052
Site 4248,14.817893599862618,-98.48143645523533,Wetland,0.5555739137335545,True,2700,46,Sandy,97,20.3947377541976,High,6,3,887,0.9436029318697041
Site 4249,33.38172453037833,-116.0433426692561,Mountain,0.8973310771469809,True,1498,48,Rocky,35,4.170958558169392,Moderate,5,9,381,0.45424189215526145
Site 4250,48.77287249136715,-108.46414388505644,Grassland,0.5914866917074347,False,617,12,Loam,131,13.414561723553241,Low,6,5,220,0.3902152630840541
Site 4251,25.113568549087468,-127.03658552371877,Wetland,0.9040593774926606,True,2827,43,Rocky,48,-4.840461638973692,Moderate,1,7,524,0.2582964042424384
Site 4252,12.48147054515126,-85.65252944686809,Mountain,0.8060004687784341,True,3777,34,Clay,17,-3.5811083764877827,Moderate,6,9,642,0.45135678482874586
Site 4253,23.572210692382697,-112.6024979251035,Grassland,0.5966179957424336,False,457,28,Loam,59,11.3471048234879,High,6,7,891,0.6036706814788513
Site 4254,30.237266172782338,-108.70913218601744,Wetland,0.7366770896664006,True,2687,4,Sandy,85,15.623950669254118,Low,7,3,414,0.43567247169376533
Site 4255,16.47692026528855,-76.04298348349752,Forest,0.8409525832303858,False,1236,2,Sandy,137,12.297268549159703,Low,2,2,54,0.6607685966489961
Site 4256,36.32408872225968,-107.09451717869823,Wetland,0.8169264504417713,False,2710,36,Sandy,112,12.376319914898982,Moderate,6,7,565,0.6961810734578913
Site 4257,49.90997556040802,-113.04628755908004,Forest,0.7136235981158522,False,960,40,Clay,22,19.691605636106857,High,9,8,536,0.18804660581327082
Site 4258,28.069579039257754,-118.16595756064059,Mountain,0.9496832644604635,True,1504,5,Clay,67,26.09629923053439,Moderate,9,4,704,0.7280044354086509
Site 4259,24.189142269208507,-75.75991184726308,Mountain,0.7596317072439221,True,3967,47,Sandy,58,5.503901818714191,Moderate,2,1,947,0.9102857778205046
Site 4260,26.028166673378664,-120.92056194069812,Grassland,0.7529336492643441,False,179,41,Sandy,89,11.477331818441542,Moderate,5,6,482,0.12362693374855749
Site 4261,14.605847135808045,-98.23723678247525,Grassland,0.5311252949707271,True,3900,15,Clay,6,25.72095937517757,High,7,9,361,0.5962169895389735
Site 4262,45.33094405704895,-94.5148918745964,Grassland,0.9610601948988186,False,2585,34,Rocky,12,8.57114626155893,Moderate,5,4,550,0.6434869363782394
Site 4263,26.593026220854078,-81.88270611199998,Mountain,0.5885582843391866,True,2574,17,Loam,130,7.805958260023381,High,3,3,697,0.7388338015633288
Site 4264,25.490976456993653,-85.67015623669032,Forest,0.764172346718277,True,2069,10,Loam,10,20.660578285426723,Low,1,6,833,0.44719179741920545
Site 4265,36.38761091721897,-73.24955289383777,Grassland,0.9017838007001551,True,1368,22,Clay,50,25.092045036519607,Moderate,7,6,304,0.8368392851711689
Site 4266,27.68133683724494,-126.86739962516333,Grassland,0.6077266384778217,True,2624,46,Clay,31,19.506890069595006,Low,8,4,773,0.5859068196125661
Site 4267,35.92933875231384,-109.2491492654422,Mountain,0.7636866449854205,True,762,10,Rocky,41,-5.995024365965125,Moderate,6,7,329,0.46804294140751
Site 4268,12.4578516052315,-110.39061168572341,Forest,0.6203424546116705,False,921,28,Sandy,101,8.590839738633576,Low,7,2,812,0.7473310261629108
Site 4269,42.5489337488891,-119.77881660855242,Wetland,0.8798474988999558,True,3092,41,Clay,120,-1.521215080424616,High,9,1,360,0.9346379784447585
Site 4270,47.6201581151761,-109.75752223004898,Grassland,0.7821705839365753,True,744,26,Rocky,77,2.6939159527934553,Moderate,2,6,743,0.830801479399721
Site 4271,35.95061544637544,-108.31642800999676,Wetland,0.9279879301975718,True,1431,8,Clay,71,8.750176133465743,Moderate,5,3,258,0.9375983001895547
Site 4272,48.18263715435243,-93.46808766507652,Wetland,0.9472790014386914,True,1510,34,Sandy,105,-1.1388532609431437,High,3,3,374,0.33934128582718837
Site 4273,16.05729257479853,-83.54068647516208,Grassland,0.824366741222699,True,3599,8,Clay,118,10.637346830486429,Low,2,1,767,0.20666167379803718
Site 4274,29.09664757921415,-103.32296404717302,Mountain,0.8626956230794722,False,1439,17,Sandy,32,15.731035294413424,Low,3,2,799,0.5809145951429673
Site 4275,34.07226935781789,-79.63708380806332,Grassland,0.7746100499434319,False,1295,43,Rocky,78,24.99593336431191,High,4,3,540,0.1399873823578081
Site 4276,33.269465896847464,-106.46842629942941,Forest,0.6922143665336915,False,3276,20,Loam,77,-1.5415752859120104,Low,2,1,877,0.7071307920291303
Site 4277,26.05847116356173,-109.68014258796677,Forest,0.8240589615104172,True,3369,47,Rocky,118,2.422601218691307,High,2,8,208,0.31600137093899905
Site 4278,23.523376374650454,-92.11683609000829,Grassland,0.9541443117436644,True,2719,35,Loam,56,6.232019243636042,Low,8,6,581,0.5089150795673095
Site 4279,15.072960902016753,-128.33985477859466,Wetland,0.7083401902157189,False,3624,0,Rocky,51,-1.0181292142512355,High,3,9,510,0.6900056564853863
Site 4280,25.669698022491126,-124.41476134561998,Forest,0.6572050131868976,False,3179,26,Loam,71,3.2816028264919606,High,3,1,103,0.5347857730343196
Site 4281,16.506432604219405,-100.74213194894311,Forest,0.694218469276287,False,636,44,Rocky,67,25.334020796748227,High,4,4,442,0.3124558545098916
Site 4282,39.374627059688734,-63.99611020257704,Grassland,0.7176988151057998,False,1023,39,Sandy,99,-4.453808319553043,High,5,4,293,0.8923334679964807
Site 4283,18.3532374197836,-79.49417541096034,Grassland,0.5367805144888581,True,151,37,Loam,81,7.749903746399632,Low,3,5,723,0.7880817889360426
Site 4284,12.342612211381354,-123.83114013496096,Mountain,0.7492209202174972,False,12,28,Loam,58,2.43867903132573,Moderate,6,2,765,0.640965244212507
Site 4285,32.09464551268937,-70.75773910533884,Grassland,0.7471571240250299,True,714,39,Sandy,18,-6.913411129349734,Low,3,1,793,0.7286862372475592
Site 4286,33.80918930877606,-78.73894605742733,Grassland,0.7942219138202615,False,3150,18,Sandy,2,-6.154986833988065,High,8,9,385,0.4737933078651452
Site 4287,44.87652245122022,-87.23374320081427,Forest,0.6814100152356657,True,2953,23,Loam,38,21.39519649940545,Moderate,4,5,242,0.43830288677652096
Site 4288,33.079264496707275,-72.57949275735758,Forest,0.8065537979777948,True,3625,43,Loam,65,24.093320769827088,Moderate,5,8,193,0.2441004181556481
Site 4289,23.81923414893783,-101.712310657993,Forest,0.9391081551371014,True,3240,0,Loam,72,19.656304024441976,Low,3,3,887,0.8232323387047643
Site 4290,42.12047526105282,-114.4949264402303,Wetland,0.9777354952475821,False,248,35,Clay,133,11.569162173509582,High,5,4,261,0.4429398206630928
Site 4291,31.611155727496843,-94.15836276238684,Forest,0.7918061080705248,True,1144,22,Rocky,27,20.90637860580999,High,7,4,951,0.7230915770509695
Site 4292,13.17121138524767,-91.58107710845684,Forest,0.5212954769851565,True,386,12,Sandy,97,-3.9193696922336407,High,3,6,340,0.36994779218882956
